Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Gabon,GAB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,53.40403707,63.55598776,80.76618018,87.6694296,95.44779828,103.4556766,148.6936289,179.4714108,214.7500375,210.3671257
Gabon,GAB,Internet users (per 100 people),IT.NET.USER.P2,4.89326475,5.489200803,5.767004576,6.21,6.7,7.23,8,8.616714489,9.2,9.81
Gabon,GAB,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,24.20000076,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,433.2915836,440.3139383,519.9547091,608.6464382,549.5395064,562.5681667,516.9842544,504.9890138,484.1126879,..
"Gambia, The",GMB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,17.22725782,27.27777463,52.33214725,73.90036908,80.62692375,87.9633354,80.76025697,85.20375721,99.9766937,119.6304887
"Gambia, The",GMB,Internet users (per 100 people),IT.NET.USER.P2,3.799001139,5.237691158,6.205037419,6.88,7.63,9.2,10.8703,12.44922872,14,15.56
"Gambia, The",GMB,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,31.5
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,1469.92732,1761.1201,2318.127263,2918.710815,2440.961318,2613.756925,3219.605871,3528.731511,3596.90832,3669.981392
Georgia,GEO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,26.23972528,38.32379074,58.73630305,62.43820399,64.46125996,90.64792691,101.2829241,107.809112,115.0251043,124.9355401
Georgia,GEO,Internet users (per 100 people),IT.NET.USER.P2,6.079457629,7.526876845,8.26,10.01,20.07,26.9,31.52,36.94,43.3,48.9
Georgia,GEO,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,54.29999924,55.29999924,53.40000153,..,..,..,..,..,..,..
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,34696.62092,36447.87232,41814.8191,45699.19832,41732.70725,41788.04479,45936.08126,44010.93139,46441.67713,47821.91746
Germany,DEU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,94.55486999,102.2828888,115.1403608,126.5575074,126.2280577,106.4836959,109.6595675,111.5940398,120.9211651,120.4189829
Germany,DEU,Internet users (per 100 people),IT.NET.USER.P2,68.71,72.16,75.16,78,79,82,81.26999954,82.34999847,84.17,86.19
Germany,DEU,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,2.299999952,2.200000048,2.200000048,1.700000048,1.600000024,1.5,1.5,1.399999976,1.299999952,1.299999952
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,501.7240746,929.7266286,1099.022313,1234.0799,1095.503232,1323.099141,1587.190873,1641.825922,1827.101368,1441.636453
Ghana,GHA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,13.44255251,23.72559884,33.75729429,50.0664665,63.77348397,71.86671124,85.27494343,100.9932997,108.1911482,114.8194789
Ghana,GHA,Internet users (per 100 people),IT.NET.USER.P2,1.831197461,2.723175973,3.85,4.27,5.44,7.8,9,10.6,12.3,18.9
Ghana,GHA,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,57.20000076,..,..,..,41.5,..,..,44.70000076,..
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,22337.05447,24561.38019,28531.56677,31686.65225,29498.32348,26841.85547,25872.01389,22146.91592,21719.22796,21498.41801
Greece,GRC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,92.92454872,99.34233967,111.0964206,124.5083602,119.7955893,110.6455185,109.0787779,120.0963016,116.8206478,114.9618849
Greece,GRC,Internet users (per 100 people),IT.NET.USER.P2,24,32.25,35.88,38.2,42.4,44.4,51.64999517,55.06999344,59.8663,63.21
Greece,GRC,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,11.5,11,10.60000038,10.5,11.10000038,11.69999981,11.69999981,12.5,13.30000019,13
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,29903.28404,30620.21553,37516.75092,30883.03497,22507.88872,..,..,..,..,..
Greenland,GRL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,81.61115306,94.68599034,116.8664308,98.48434054,94.51819901,101.4200828,103.7367994,104.6982584,105.9890852,106.3606466
Greenland,GRL,Internet users (per 100 people),IT.NET.USER.P2,57.7034045,59.36168727,61.07,62.82,62.83,63,64,64.8960101,65.8,66.7
Greenland,GRL,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,4.599999905,..,..,..
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,6754.381175,6764.722867,7322.526171,7946.638501,7394.946194,7365.666535,7410.761115,7583.546304,7956.141831,8573.694067
Grenada,GRD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,45.51485658,44.7346504,49.60226285,57.75122195,109.710823,116.4974159,115.018939,123.159182,125.5937373,126.5251216
Grenada,GRD,Internet users (per 100 people),IT.NET.USER.P2,20.48780488,21.39599117,22.29,23.18,24.05,27,30,32,35,37.38
Grenada,GRD,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Internet users (per 100 people),IT.NET.USER.P2,38.55987756,43.851443,46.15047362,48.41870215,50.64202838,54.04,57.7,61.53415931,65.4,69.27
Guam,GUM,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,0.300000012,..,..,..,..
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,2064.047183,2241.005028,2472.389127,2774.31806,2617.112192,2805.951392,3166.582523,3278.629083,3432.022106,3673.135843
Guatemala,GTM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,35.57138428,55.2407726,89.33491997,109.5274308,123.7220234,125.9831555,132.4516485,137.8194849,140.393535,106.6337703
Guatemala,GTM,Internet users (per 100 people),IT.NET.USER.P2,5.7,6.5,7.3,8.3,9.3,10.5,12.3,16,19.7,23.4
Guatemala,GTM,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,33.20000076,..,..,..,..,37.59999847,32.29999924,32.70000076,..
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,303.7609661,296.1745763,407.2065722,433.0747552,430.1999535,430.0564739,447.7909893,487.3457142,521.5389059,539.615775
Guinea,GIN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.973615991,..,19.90650512,26.66103586,32.936074,36.7781157,43.54770359,48.76925037,63.31503903,72.09875075
Guinea,GIN,Internet users (per 100 people),IT.NET.USER.P2,0.542254181,0.637492123,0.780025279,0.92,0.94,1,1.3,1.490144366,1.6,1.72
Guinea,GIN,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,74.30000305,74.30000305,74.80000305,74.80000305,..,..
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,401.147289,395.9779939,455.4358578,553.4565058,517.1470466,518.5983608,659.48378,559.224752,538.7338705,567.8226103
Guinea-Bissau,GNB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,6.952089848,10.83048396,19.95658668,32.9718113,36.13019495,42.69221945,45.10659833,63.0692167,55.15072568,63.48369055
Guinea-Bissau,GNB,Internet users (per 100 people),IT.NET.USER.P2,1.901365316,2.057196705,2.206302237,2.354888711,2.303280592,2.45,2.672,2.893990621,3.1,3.32
Guinea-Bissau,GNB,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,1110.957717,1961.055623,2334.021042,2569.99507,2698.058991,2998.941274,3408.725419,3759.377095,3918.40629,4053.901904
Guyana,GUY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,36.98152291,52.26250936,69.9336844,57.72160482,62.54783594,71.28590073,66.85662336,68.77901955,69.41295352,70.53891053
Guyana,GUY,Internet users (per 100 people),IT.NET.USER.P2,..,..,13.8,18.2,23.9,29.9,31,33,35,37.35
Guyana,GUY,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,465.3101354,505.5848205,615.8157847,674.7493926,668.2919749,662.2795182,740.947823,766.8722334,810.3265496,824.1597732
Haiti,HTI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,5.401215155,12.78140119,26.27785531,33.20103068,37.35732558,40.41873813,41.86242333,59.90841158,69.39885695,64.70745958
Haiti,HTI,Internet users (per 100 people),IT.NET.USER.P2,6.376201635,6.796000481,7.2,7.6,8.1,8.37,9,9.8,10.6,11.4
Haiti,HTI,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,443.2471684,515.4071346,596.7751282,699.4165223,685.4869036,737.2407652,799.9821264,830.4114658,877.1429686,899.1611106
Heavily indebted poor countries (HIPC),HPC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,6.365272868,10.74220631,16.69967422,24.77048278,30.86748582,37.34786794,45.89839366,51.98971072,58.28493403,64.10237152
Heavily indebted poor countries (HIPC),HPC,Internet users (per 100 people),IT.NET.USER.P2,1.213447385,1.557895614,2.42662065,2.527283286,3.153333335,4.929978865,5.388736713,6.379504903,7.332232322,8.865291182
Heavily indebted poor countries (HIPC),HPC,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,29084.58401,30694.87565,33558.07583,35676.37177,32986.84737,34637.866,37309.64464,37321.37222,37579.08501,37755.81917
High income,HIC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,81.92913025,91.82082654,101.3389841,107.852375,113.01856,115.4455851,116.5107243,119.2413356,121.7715904,123.3102048
High income,HIC,Internet users (per 100 people),IT.NET.USER.P2,51.78908496,54.53997396,60.09498787,62.27881153,63.88242571,67.57394598,68.92817701,74.21293883,78.14118171,80.60754985
High income,HIC,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,4.630061735,4.465532116,4.236957704,4.043559956,4.02551285,4.010399676,4.644847448,4.412669336,4.295522676,..
High income: nonOECD,NOC,GDP per capita (current US$),NY.GDP.PCAP.CD,9354.600906,10998.76684,13070.25215,15730.1592,13134.0729,15444.44011,17994.15814,19098.55104,19531.31847,18590.6337
High income: nonOECD,NOC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,76.18565365,95.15917794,111.429801,127.1050148,143.1400134,149.9158692,142.2514049,145.9255784,151.0857236,151.7527243
High income: nonOECD,NOC,Internet users (per 100 people),IT.NET.USER.P2,21.54610542,25.25863966,31.41728426,34.48396584,38.02734991,47.43905886,52.57732281,62.42064983,66.95621844,69.89932635
High income: nonOECD,NOC,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,8.092216608,7.720873359,7.150100106,6.722283023,6.763483412,7.165722046,6.71404575,6.067789649,5.897008321,..
High income: OECD,OEC,GDP per capita (current US$),NY.GDP.PCAP.CD,34948.81733,36562.80411,39685.21951,41673.1766,38974.69675,40459.83136,43197.52502,42914.9036,43147.39683,43654.25144
High income: OECD,OEC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,83.62866922,90.83109106,98.33828547,102.1077721,103.9972177,105.0924228,108.7659296,111.1940057,112.9190324,114.7117057
High income: OECD,OEC,Internet users (per 100 people),IT.NET.USER.P2,60.74291147,63.22872112,68.63022263,70.57932457,71.62676339,73.62313935,73.85215371,77.77012919,81.51977627,83.84557558
High income: OECD,OEC,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,3.792975818,3.64915737,3.509640672,3.340589725,3.328654625,3.292046101,3.911753085,3.83168314,3.722163588,..
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,1405.78216,1547.266659,1720.76736,1899.54847,1975.796099,2110.822021,2323.757115,2395.073442,2356.516704,2434.827162
Honduras,HND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,18.57507619,31.84055311,58.29729484,84.81834019,112.3283833,124.7187583,103.6720092,92.87017414,95.91916853,93.51563642
Honduras,HND,Internet users (per 100 people),IT.NET.USER.P2,6.5,7.8,9.4,9.6,9.8,11.09,15.9,18.12,17.8,19.08
Honduras,HND,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,39.20000076,36.29999924,34.59999847,35.5,37.09999847,37.5,36.59999847,38.20000076,35.79999924,..
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,26649.7508,28224.21506,30594.01784,31515.66277,30697.34038,32549.99823,35142.48793,36707.77423,38364.1949,40169.54364
"Hong Kong SAR, China",HKG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,123.8892854,136.6602462,155.0398371,166.1936237,179.7816019,195.6692192,215.5038098,229.2446254,237.3518775,239.297939
"Hong Kong SAR, China",HKG,Internet users (per 100 people),IT.NET.USER.P2,56.9,60.8,64.8,66.7,69.4,72,72.2,72.9,74.2,74.56
"Hong Kong SAR, China",HKG,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,0.300000012,0.200000003,0.200000003,0.200000003,..,..,..,..,..,..
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,11155.96145,11392.06807,13830.83241,15649.72297,12948.07667,13009.34538,14032.77426,12819.71206,13585.43018,14028.7221
Hungary,HUN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,92.31411681,98.89553625,109.6328855,121.6811908,117.5591879,119.9427178,116.9434928,116.070556,116.4278724,118.0538283
Hungary,HUN,Internet users (per 100 people),IT.NET.USER.P2,38.97,47.06,53.3,61,62,65,68.01998789,70.57999815,72.6439,76.13
Hungary,HUN,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,4.800000191,4.699999809,4.599999905,4.300000191,4.599999905,4.5,4.900000095,5,4.699999809,4.599999905
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,56445.53614,56097.11509,68344.56016,55229.61076,40362.04159,41620.06745,45970.89368,44258.84279,47493.24904,52004.48575
Iceland,ISL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,95.40447185,100.4087225,106.9324528,108.897393,108.2570649,107.2427541,106.8414418,108.054513,108.1111263,111.0801927
Iceland,ISL,Internet users (per 100 people),IT.NET.USER.P2,87,89.51,90.6,91,93,93.39,94.8196868,96.20979955,96.5468,98.16
Iceland,ISL,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,6.300000191,6.199999809,5.800000191,4.300000191,4.699999809,5.400000095,5.300000191,5.5,4.199999809,4.199999809
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,729.000727,816.7337762,1050.024801,1022.577592,1124.519446,1387.880084,1471.658439,1449.664875,1455.102191,1581.510703
India,IND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,7.997206759,14.52388234,20.1553755,29.53103968,44.12009108,62.39006487,73.19803895,69.92238977,70.78318167,74.48376991
India,IND,Internet users (per 100 people),IT.NET.USER.P2,2.388075,2.805499865,3.95,4.38,5.12,7.5,10.07,12.58006091,15.1,18
India,IND,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,55.79999924,..,..,..,..,51.09999847,..,47.09999847,49.70000076,..
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,1263.481446,1590.177906,1860.622626,2167.85765,2262.720786,3125.219934,3647.626622,3700.523538,3623.53236,3491.929717
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,20.89708826,28.01943927,40.43198063,60.01372486,68.9204184,87.79014493,102.4626496,114.218131,125.3581426,126.180597
Indonesia,IDN,Internet users (per 100 people),IT.NET.USER.P2,3.602024763,4.764813134,5.786274729,7.917479385,6.92,10.92,12.28,14.52,14.94,17.14
Indonesia,IDN,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,44,42,41.20000076,40.29999924,39.70000076,38.29999924,36.20000076,35.29999924,34.79999924,34.29999924
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,3135.187408,3646.844407,4705.38822,5476.158422,5437.81879,6299.918738,7874.484792,7710.513314,6631.29827,5442.874771
"Iran, Islamic Rep.",IRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,12.13146655,21.67657012,41.45707252,59.17901883,71.4616386,72.58942289,74.30366228,76.09808684,84.24610052,87.79273111
"Iran, Islamic Rep.",IRN,Internet users (per 100 people),IT.NET.USER.P2,8.1,8.76,9.47,12.02,13.8,15.9,19,22.73,29.95,39.35
"Iran, Islamic Rep.",IRN,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,24.70000076,23.20000076,22.79999924,21.20000076,20.89999962,19.20000076,..,..,..,17.89999962
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,1848.968201,2350.194236,3125.580302,4512.985144,3725.675441,4487.366289,5839.313082,6650.228867,6882.406872,6420.372333
Iraq,IRQ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,5.599581693,33.30009751,48.78540241,59.56201784,66.69344323,75.13766061,80.15512761,81.62784646,96.10477428,94.9127868
Iraq,IRQ,Internet users (per 100 people),IT.NET.USER.P2,0.9,0.952344244,0.93,1,1.06,2.5,5,7.1,9.2,11.3
Iraq,IRQ,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,29.70000076,15.10000038,23.39999962,..,..,..,..,..,..
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,50815.64169,54285.75075,61313.58241,61189.73248,51900.26714,48260.66536,52828.42003,48976.92975,51814.8593,54374.35224
Ireland,IRL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,102.6935533,110.9801131,115.8530739,116.0047081,106.6677293,105.2358099,108.479355,107.2128919,105.4662101,104.2554956
Ireland,IRL,Internet users (per 100 people),IT.NET.USER.P2,41.61,54.82,61.15832455,65.34,67.38,69.85,74.88997297,76.91999254,78.2477,79.69
Ireland,IRL,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,6,5.599999905,5.400000095,5.800000191,5.300000191,4.800000191,5,5.099999905,6,6.099999905
Isle of Man,IMY,GDP per capita (current US$),NY.GDP.PCAP.CD,36980.11308,41232.92064,49593.07503,..,..,..,..,..,..,..
Isle of Man,IMY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMY,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMY,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,1.899999976,..,..,..,..,..,..,..,..
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,20611.17931,21905.01769,25008.6037,29657.44201,27795.87671,30736.36389,33707.32496,32818.85838,36281.1999,37207.9945
Israel,ISR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,117.4648609,124.3388396,128.454728,126.3854986,124.0341367,122.7836679,121.9782701,120.6843884,122.8478352,121.4506526
Israel,ISR,Internet users (per 100 people),IT.NET.USER.P2,25.19404242,27.88107446,48.12806219,59.39,63.12,67.5,68.87387799,70.8,70.8,71.45
Israel,ISR,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,2,1.799999952,1.600000024,1.700000048,1.700000048,1.600000024,1.399999976,1.200000048,1.200000048,1.100000024
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,31973.93394,33426.16682,37716.44821,40659.67122,36995.10693,35877.87193,38364.94267,34844.49809,35420.87761,34908.50097
Italy,ITA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,121.8642226,136.121113,150.962827,150.8856458,149.5058395,154.7970088,158.145883,159.6276155,158.8172931,154.2486564
Italy,ITA,Internet users (per 100 people),IT.NET.USER.P2,35,37.99,40.79,44.53,48.83,53.68,54.3899983,55.82999799,58.4593,61.96
Italy,ITA,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,4,4.099999905,3.799999952,3.5,3.5,3.599999905,3.5,3.5,3.400000095,3.5
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4238.315843,4487.499707,4816.59587,5119.344953,4489.272772,4902.034731,5332.474361,5445.894718,5226.090903,5104.767757
Jamaica,JAM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,73.87598526,84.36418744,99.12039649,100.164076,108.2941099,116.0682988,106.9237357,98.04968759,102.2381648,102.9209275
Jamaica,JAM,Internet users (per 100 people),IT.NET.USER.P2,12.8,16.4,21.1,23.6,24.3,27.67,37.43861341,33.79,37.1,40.5
Jamaica,JAM,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,18.10000038,18.20000076,17.60000038,18.70000076,20.20000076,20.20000076,17.60000038,18.10000038,18.20000076,..
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,35781.17005,34075.97895,34033.70125,37865.61803,39322.60473,42909.23415,46203.70952,46679.26543,38633.70806,36194.41561
Japan,JPN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,75.98436507,78.51905384,84.35360774,86.70710553,91.31743648,96.80752449,104.2742326,110.9073543,116.3154258,120.2329983
Japan,JPN,Internet users (per 100 people),IT.NET.USER.P2,66.9210661,68.68527032,74.3,75.4,78,78.21,79.05411352,79.4964,89.71,90.58
Japan,JPN,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,4.400000095,4.300000191,4.199999809,4.199999809,4.199999809,4,4,3.799999952,3.700000048,..
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2326.495159,2719.822427,3022.541906,3797.413633,4026.76635,4370.721045,4665.954276,4896.688447,5200.285397,5422.570876
Jordan,JOR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,59.88643393,79.99969054,84.36638062,89.88973816,97.2992605,102.5632445,111.1631725,128.1735327,141.7962745,147.804955
Jordan,JOR,Internet users (per 100 people),IT.NET.USER.P2,12.93285205,13.86710879,20,23,26,27.2,34.9,37,41,44
Jordan,JOR,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,3.400000095,3.099999905,2.700000048,2.599999905,2.799999952,2,1.700000048,2,2,1.799999952
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3771.278957,5291.57565,6771.414797,8513.564645,7165.27705,9070.649972,11357.94549,12120.30534,13611.53736,12601.70348
Kazakhstan,KAZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,35.83356656,51.0647485,80.03793182,95.77525322,108.3821491,121.867001,156.7946524,185.8215629,184.6947548,168.6229043
Kazakhstan,KAZ,Internet users (per 100 people),IT.NET.USER.P2,2.961707492,3.268369051,4.02,11,18.2,31.6,50.6,53.31566912,54,54.89
Kazakhstan,KAZ,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,32.40000153,31.5,31.20000076,30.20000076,29,28.29999924,26.5,25.5,24.20000076,..
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,530.0821579,711.7211637,857.9256887,938.5717623,942.7431465,991.8505451,1012.879773,1184.923256,1257.202838,1358.262219
Kenya,KEN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,12.88773918,19.96957736,30.06283272,42.04847839,48.62445283,61.03491308,66.8146089,71.17433333,71.76404552,73.84324808
Kenya,KEN,Internet users (per 100 people),IT.NET.USER.P2,3.101897702,7.53378972,7.95,8.67,10.04,14,28,32.1,39,43.4
Kenya,KEN,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,61.09999847,..,..,..,..,..,..,..,..,..
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,1149.688033,1110.460493,1277.149405,1371.887152,1264.097741,1465.504574,1645.80974,1641.197419,1556.525787,1509.521187
Kiribati,KIR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.718486095,0.761258469,0.802989261,1.054496373,10.29063487,10.83965092,13.89219144,15.87522076,16.60951041,17.41355756
Kiribati,KIR,Internet users (per 100 people),IT.NET.USER.P2,4,4.5,6,7,8.97,9.07,10,10.74679768,11.5,12.25
Kiribati,KIR,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,7.099999905,..,..,..,..,22.10000038,..,..,..,..
"Korea, Dem. Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. Rep.",PRK,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0.284184243,1.762897277,4.05987652,6.865028848,9.720640052,11.18810123
"Korea, Dem. Rep.",PRK,Internet users (per 100 people),IT.NET.USER.P2,0,0,0,0,0,0,0,0,..,0
"Korea, Dem. Rep.",PRK,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,18657.52125,20917.03024,23101.51023,20474.88685,18338.70637,22151.20889,24155.82985,24453.97191,25997.88105,27970.49515
"Korea, Rep.",KOR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,81.52202954,84.99862058,93.26624778,95.27662025,99.54168558,104.7742463,107.7446102,109.4316142,110.9984678,115.5435591
"Korea, Rep.",KOR,Internet users (per 100 people),IT.NET.USER.P2,73.5,78.1,78.8,81,81.6,83.7,83.75912015,84.07,84.77,84.33
"Korea, Rep.",KOR,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,7.900000095,7.699999809,7.599999905,7.199999809,7,6.599999905,6.400000095,6.199999809,6.099999905,..
Kosovo,KSV,GDP per capita (current US$),NY.GDP.PCAP.CD,2190.552079,2371.662079,2788.479464,3254.860674,3209.694109,3283.211938,3736.840999,3600.887,3890.300665,4051.648361
Kosovo,KSV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,..,..,..,..,..,..
Kosovo,KSV,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,..,..,..,..
Kosovo,KSV,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,4.599999905,..,..
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,35694.38171,42498.7402,45159.34147,54484.30051,36754.94587,37725.14121,47551.38297,50903.9046,48463.15167,43593.70202
Kuwait,KWT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,60.18706501,48.79420214,55.82934104,55.50663695,91.87085234,133.0114856,157.9080265,156.8991317,190.2883477,218.4302852
Kuwait,KWT,Internet users (per 100 people),IT.NET.USER.P2,25.92610837,28.79119795,34.8,42,50.8,61.4,65.76907069,70.45,75.46,78.7
Kuwait,KWT,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,2.700000048,..,..,2.5,..,..,..,..,..,1.200000048
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,476.5518917,543.1107024,721.7686908,966.3936272,871.2243893,880.0377751,1123.883168,1177.974735,1282.437162,1269.139335
